CustomerID,ProductID,PurchaseDate,Quantity,Price,TotalAmount
35,44,2023-01-04 11:00,3,306.7,920.1
206,12,2023-01-04 12:00,6,151.78,910.68
81,90,2023-01-04 13:00,6,417.78,2506.68
932,97,2023-01-04 14:00,4,87.09,348.36
562,92,2023-01-04 15:00,3,31.31,93.93
872,9,2023-01-04 16:00,1,99.84,99.84
388,12,2023-01-04 17:00,7,137.53,962.71
2,69,2023-01-04 18:00,5,144.74,723.7
390,54,2023-01-04 19:00,7,336.9,2358.3
566,54,2023-01-04 20:00,1,112.82,112.82
106,28,2023-01-04 21:00,8,339.95,2719.6
772,56,2023-01-04 22:00,3,50.11,150.33
822,99,2023-01-04 23:00,7,77.87,545.09
477,69,2023-01-05 0:00,3,256.87,770.61
703,98,2023-01-05 1:00,3,461.34,1384.02
402,98,2023-01-05 2:00,9,430.49,3874.41
730,77,2023-01-05 3:00,2,484.53,969.06
556,58,2023-01-05 4:00,4,326.99,1307.96
162,78,2023-01-05 5:00,6,339.53,2037.18
202,75,2023-01-05 6:00,3,314.39,943.17
958,42,2023-01-05 7:00,7,313.3,2193.1
996,38,2023-01-05 8:00,7,77.82,544.74
270,68,2023-01-05 9:00,5,274.15,1370.75
863,53,2023-01-05 10:00,3,196.1,588.3
816,33,2023-01-05 11:00,2,224.06,448.12
271,71,2023-01-05 12:00,4,264.18,1056.72
456,56,2023-01-05 13:00,4,68.56,274.24
462,72,2023-01-05 14:00,8,182.95,1463.6
727,51,2023-01-05 15:00,8,36.41,291.28
252,74,2023-01-05 16:00,5,489.94,2449.7
702,43,2023-01-05 17:00,6,63.67,382.02
296,15,2023-01-05 18:00,8,132.97,1063.76
725,38,2023-01-05 19:00,1,446.19,446.19
720,15,2023-01-05 20:00,5,243.94,1219.7
749,5,2023-01-05 21:00,4,72.14,288.56
338,93,2023-01-05 22:00,4,195.19,780.76
879,83,2023-01-05 23:00,2,62.35,124.7
53,54,2023-01-06 0:00,1,104.11,104.11
792,51,2023-01-06 1:00,6,30.75,184.5
922,10,2023-01-06 2:00,7,221.92,1553.44
217,12,2023-01-06 3:00,5,404.28,2021.4
764,4,2023-01-06 4:00,8,295.05,2360.4
188,95,2023-01-06 5:00,9,305.14,2746.26
380,18,2023-01-06 6:00,2,104.29,208.58
493,80,2023-01-06 7:00,4,175.23,700.92
41,36,2023-01-06 8:00,9,423.39,3810.51
157,25,2023-01-06 9:00,5,48.49,242.45
15,87,2023-01-06 10:00,3,429.68,1289.04
813,76,2023-01-06 11:00,6,244.43,1466.58
65,98,2023-01-06 12:00,3,419.39,1258.17
857,36,2023-01-06 13:00,5,162.41,812.05
839,67,2023-01-06 14:00,3,172.73,518.19
521,9,2023-01-06 15:00,6,377.04,2262.24
344,61,2023-01-06 16:00,5,393.57,1967.85
129,53,2023-01-06 17:00,9,118.67,1068.03
648,18,2023-01-06 18:00,3,486.57,1459.71
472,43,2023-01-06 19:00,6,46.82,280.92
63,35,2023-01-06 20:00,8,38.91,311.28
139,63,2023-01-06 21:00,7,299.77,2098.39
499,98,2023-01-06 22:00,6,362.76,2176.56
593,78,2023-01-06 23:00,2,480.64,961.28
392,4,2023-01-07 0:00,7,205.45,1438.15
675,93,2023-01-07 1:00,8,17.52,140.16
419,41,2023-01-07 2:00,1,303.43,303.43
289,45,2023-01-07 3:00,9,148.4,1335.6
379,50,2023-01-07 4:00,4,219.31,877.24
773,79,2023-01-07 5:00,8,246.79,1974.32
490,28,2023-01-07 6:00,7,36.93,258.51
231,42,2023-01-07 7:00,7,245.56,1718.92
41,80,2023-01-07 8:00,2,216.03,432.06
28,76,2023-01-07 9:00,1,357.71,357.71
135,69,2023-01-07 10:00,4,324.6,1298.4
201,98,2023-01-07 11:00,2,96.68,193.36
840,1,2023-01-07 12:00,8,107.04,856.32
780,39,2023-01-07 13:00,7,129.25,904.75
930,96,2023-01-07 14:00,8,93.58,748.64
33,90,2023-01-07 15:00,6,330.32,1981.92
48,17,2023-01-07 16:00,1,497.24,497.24
503,91,2023-01-07 17:00,9,327.79,2950.11
407,88,2023-01-07 18:00,6,305.31,1831.86
574,35,2023-01-07 19:00,1,207.91,207.91
728,46,2023-01-07 20:00,1,159.73,159.73
805,42,2023-01-07 21:00,8,455.98,3647.84
99,39,2023-01-07 22:00,6,484.66,2907.96
684,90,2023-01-07 23:00,8,250.9,2007.2
872,49,2023-01-08 0:00,8,148.65,1189.2
726,62,2023-01-08 1:00,8,386.21,3089.68
987,38,2023-01-08 2:00,7,70.57,493.99
547,23,2023-01-08 3:00,7,383.97,2687.79
961,22,2023-01-08 4:00,4,410.38,1641.52
739,4,2023-01-08 5:00,9,66.83,601.47
613,49,2023-01-08 6:00,2,488.55,977.1
943,59,2023-01-08 7:00,9,492.83,4435.47
462,73,2023-01-08 8:00,3,468.68,1406.04
643,68,2023-01-08 9:00,2,250.54,501.08
769,71,2023-01-08 10:00,4,126.81,507.24
5,87,2023-01-08 11:00,5,293.09,1465.45
218,2,2023-01-08 12:00,2,212.87,425.74
503,49,2023-01-08 13:00,1,106.94,106.94
767,88,2023-01-08 14:00,5,214.72,1073.6
398,95,2023-01-08 15:00,9,333.63,3002.67
871,31,2023-01-08 16:00,5,40.1,200.5
795,40,2023-01-08 17:00,9,170.04,1530.36
393,48,2023-01-08 18:00,6,13.81,82.86
207,51,2023-01-08 19:00,3,376,1128
15,43,2023-01-08 20:00,4,322.14,1288.56
858,98,2023-01-08 21:00,4,36.02,144.08
554,55,2023-01-08 22:00,1,482.55,482.55
892,88,2023-01-08 23:00,3,16.2,48.6
461,49,2023-01-09 0:00,3,297.03,891.09
691,90,2023-01-09 1:00,1,389.3,389.3
575,80,2023-01-09 2:00,9,395.01,3555.09
864,57,2023-01-09 3:00,1,21.97,21.97
743,77,2023-01-09 4:00,9,453.68,4083.12
241,15,2023-01-09 5:00,1,459.63,459.63
564,27,2023-01-09 6:00,2,282.89,565.78
96,68,2023-01-09 7:00,2,243.63,487.26
900,80,2023-01-09 8:00,6,27.21,163.26
734,64,2023-01-09 9:00,7,283.17,1982.19
485,94,2023-01-09 10:00,1,207.64,207.64
407,30,2023-01-09 11:00,3,387.54,1162.62
231,36,2023-01-09 12:00,2,204.92,409.84
749,67,2023-01-09 13:00,8,343.37,2746.96
655,86,2023-01-09 14:00,9,55.2,496.8
171,86,2023-01-09 15:00,2,70.81,141.62
541,49,2023-01-09 16:00,2,74.16,148.32
36,76,2023-01-09 17:00,9,27.54,247.86
525,55,2023-01-09 18:00,4,272.96,1091.84
160,85,2023-01-09 19:00,5,398.01,1990.05
839,56,2023-01-09 20:00,9,307.15,2764.35
699,68,2023-01-09 21:00,6,289.6,1737.6
243,95,2023-01-09 22:00,9,341.91,3077.19
86,44,2023-01-09 23:00,9,173.12,1558.08
796,31,2023-01-10 0:00,7,184.17,1289.19
578,58,2023-01-10 1:00,9,160.56,1445.04
682,87,2023-01-10 2:00,5,357.49,1787.45
557,53,2023-01-10 3:00,5,85.01,425.05
574,84,2023-01-10 4:00,8,11.45,91.6
953,79,2023-01-10 5:00,4,300.12,1200.48
646,23,2023-01-10 6:00,9,471.48,4243.32
796,28,2023-01-10 7:00,7,306.66,2146.62
28,16,2023-01-10 8:00,7,392.55,2747.85
620,37,2023-01-10 9:00,3,338.03,1014.09
556,21,2023-01-10 10:00,4,251.23,1004.92
340,79,2023-01-10 11:00,7,360.6,2524.2
798,17,2023-01-10 12:00,5,412.93,2064.65
958,37,2023-01-10 13:00,3,116.24,348.72
331,77,2023-01-10 14:00,1,171.38,171.38
640,19,2023-01-10 15:00,7,115.74,810.18
506,30,2023-01-10 16:00,6,228.83,1372.98
348,45,2023-01-10 17:00,7,443.11,3101.77
473,18,2023-01-10 18:00,2,175.88,351.76
231,78,2023-01-10 19:00,4,190.36,761.44
190,62,2023-01-10 20:00,2,430.88,861.76
225,36,2023-01-10 21:00,8,260.11,2080.88
385,100,2023-01-10 22:00,7,270.05,1890.35
377,84,2023-01-10 23:00,1,431.1,431.1
283,52,2023-01-11 0:00,2,247.81,495.62
958,19,2023-01-11 1:00,2,342.37,684.74
633,44,2023-01-11 2:00,4,47.39,189.56
628,7,2023-01-11 3:00,3,93.42,280.26
973,44,2023-01-11 4:00,1,205.17,205.17
745,68,2023-01-11 5:00,2,249.95,499.9
259,34,2023-01-11 6:00,9,483.04,4347.36
359,66,2023-01-11 7:00,1,485.47,485.47
710,69,2023-01-11 8:00,9,426.34,3837.06
456,55,2023-01-11 9:00,7,161.22,1128.54
411,10,2023-01-11 10:00,2,482.19,964.38
649,96,2023-01-11 11:00,2,346.22,692.44
318,42,2023-01-11 12:00,5,199.51,997.55
677,41,2023-01-11 13:00,5,352.33,1761.65
225,77,2023-01-11 14:00,4,13.18,52.72
819,69,2023-01-11 15:00,3,77.35,232.05
234,10,2023-01-11 16:00,4,415.69,1662.76
684,10,2023-01-11 17:00,4,324.56,1298.24
664,91,2023-01-11 18:00,2,185.28,370.56
975,60,2023-01-11 19:00,5,252.83,1264.15
827,51,2023-01-11 20:00,5,453.05,2265.25
374,21,2023-01-11 21:00,5,317.63,1588.15
672,8,2023-01-11 22:00,1,202.08,202.08
608,65,2023-01-11 23:00,6,64.56,387.36
472,92,2023-01-12 0:00,2,150.4,300.8
233,78,2023-01-12 1:00,7,489.28,3424.96
692,85,2023-01-12 2:00,4,221.49,885.96
113,30,2023-01-12 3:00,5,238.56,1192.8
830,85,2023-01-12 4:00,5,251.81,1259.05
497,49,2023-01-12 5:00,5,442.63,2213.15
442,9,2023-01-12 6:00,2,303.94,607.88
564,17,2023-01-12 7:00,5,348.37,1741.85
268,69,2023-01-12 8:00,3,197.76,593.28
510,58,2023-01-12 9:00,4,19.4,77.6
807,57,2023-01-12 10:00,2,465.83,931.66
386,62,2023-01-12 11:00,4,474.82,1899.28
387,95,2023-01-12 12:00,9,474.83,4273.47
113,52,2023-01-12 13:00,8,472.13,3777.04
613,61,2023-01-12 14:00,3,408.54,1225.62
625,40,2023-01-12 15:00,1,343.88,343.88
952,38,2023-01-12 16:00,1,423.03,423.03
81,43,2023-01-12 17:00,6,302.27,1813.62
699,63,2023-01-12 18:00,3,71.51,214.53
113,19,2023-01-12 19:00,4,198.65,794.6
2,100,2023-01-12 20:00,1,485.79,485.79
642,50,2023-01-12 21:00,8,178.81,1430.48
220,33,2023-01-12 22:00,1,434.57,434.57
566,13,2023-01-12 23:00,5,51.14,255.7
855,78,2023-01-13 0:00,6,170.42,1022.52
997,97,2023-01-13 1:00,2,178.72,357.44
736,62,2023-01-13 2:00,7,30.54,213.78
225,93,2023-01-13 3:00,7,63.95,447.65
385,43,2023-01-13 4:00,1,100.62,100.62
403,49,2023-01-13 5:00,4,419.72,1678.88
638,36,2023-01-13 6:00,4,36.38,145.52
130,10,2023-01-13 7:00,5,152.86,764.3
53,95,2023-01-13 8:00,1,10.04,10.04
684,6,2023-01-13 9:00,1,349.34,349.34
730,57,2023-01-13 10:00,7,312.05,2184.35
672,1,2023-01-13 11:00,9,324.27,2918.43
710,71,2023-01-13 12:00,1,190.32,190.32
416,58,2023-01-13 13:00,2,108.09,216.18
247,91,2023-01-13 14:00,6,361.56,2169.36
836,21,2023-01-13 15:00,6,406.5,2439
439,92,2023-01-13 16:00,2,73.61,147.22
203,80,2023-01-13 17:00,9,245.98,2213.82
184,56,2023-01-13 18:00,4,128.11,512.44
123,87,2023-01-13 19:00,7,88.21,617.47
401,20,2023-01-13 20:00,6,368.49,2210.94
767,54,2023-01-13 21:00,3,271.36,814.08
294,25,2023-01-13 22:00,8,112.01,896.08
280,28,2023-01-13 23:00,7,158.45,1109.15
837,5,2023-01-14 0:00,9,483.49,4351.41
884,21,2023-01-14 1:00,3,425.1,1275.3
610,18,2023-01-14 2:00,1,440.57,440.57
198,47,2023-01-14 3:00,2,232.71,465.42
982,70,2023-01-14 4:00,1,313.78,313.78
907,57,2023-01-14 5:00,5,191.5,957.5
511,93,2023-01-14 6:00,2,43.47,86.94
752,19,2023-01-14 7:00,3,203.53,610.59
144,97,2023-01-14 8:00,8,299.02,2392.16
609,65,2023-01-14 9:00,5,147.14,735.7
201,3,2023-01-14 10:00,4,424.74,1698.96
124,42,2023-01-14 11:00,5,79.79,398.95
187,21,2023-01-14 12:00,6,186.73,1120.38
326,99,2023-01-14 13:00,7,66.83,467.81
464,40,2023-01-14 14:00,9,205.39,1848.51
349,67,2023-01-14 15:00,1,24.63,24.63
771,25,2023-01-14 16:00,4,139.91,559.64
660,55,2023-01-14 17:00,9,203.36,1830.24
764,84,2023-01-14 18:00,5,241.69,1208.45
955,52,2023-01-14 19:00,8,274.13,2193.04
932,44,2023-01-14 20:00,1,141.12,141.12
403,98,2023-01-14 21:00,4,263.91,1055.64
346,85,2023-01-14 22:00,9,256.96,2312.64
963,56,2023-01-14 23:00,1,161.51,161.51
511,55,2023-01-15 0:00,1,415.95,415.95
147,87,2023-01-15 1:00,4,275.09,1100.36
148,70,2023-01-15 2:00,3,169.47,508.41
864,77,2023-01-15 3:00,7,473.93,3317.51
711,87,2023-01-15 4:00,3,423.33,1269.99
820,73,2023-01-15 5:00,1,491.38,491.38
489,81,2023-01-15 6:00,2,347.66,695.32
929,66,2023-01-15 7:00,4,192.22,768.88
936,19,2023-01-15 8:00,1,144.03,144.03
640,83,2023-01-15 9:00,1,333.34,333.34
551,7,2023-01-15 10:00,8,490.5,3924
338,63,2023-01-15 11:00,7,315.22,2206.54
872,42,2023-01-15 12:00,8,441.4,3531.2
641,42,2023-01-15 13:00,4,167.91,671.64
779,59,2023-01-15 14:00,6,206.44,1238.64
988,20,2023-01-15 15:00,3,453.61,1360.83
953,73,2023-01-15 16:00,8,379.65,3037.2
473,17,2023-01-15 17:00,4,490.8,1963.2
946,27,2023-01-15 18:00,3,388.51,1165.53
151,47,2023-01-15 19:00,4,227.02,908.08
415,2,2023-01-15 20:00,6,267.88,1607.28
990,63,2023-01-15 21:00,7,450.76,3155.32
298,62,2023-01-15 22:00,7,278.07,1946.49
611,100,2023-01-15 23:00,4,131.42,525.68
263,19,2023-01-16 0:00,8,220.63,1765.04
764,17,2023-01-16 1:00,7,260.58,1824.06
144,69,2023-01-16 2:00,2,52.88,105.76
346,39,2023-01-16 3:00,8,373.16,2985.28
624,82,2023-01-16 4:00,9,59.13,532.17
572,71,2023-01-16 5:00,5,205.43,1027.15
881,81,2023-01-16 6:00,4,403.29,1613.16
2,39,2023-01-16 7:00,4,236.45,945.8
897,36,2023-01-16 8:00,4,421.8,1687.2
304,40,2023-01-16 9:00,6,174.23,1045.38
254,45,2023-01-16 10:00,4,479.03,1916.12
652,4,2023-01-16 11:00,7,108.69,760.83
453,25,2023-01-16 12:00,7,23.94,167.58
37,69,2023-01-16 13:00,5,436.85,2184.25
160,30,2023-01-16 14:00,5,377.34,1886.7
9,76,2023-01-16 15:00,8,119.83,958.64
233,68,2023-01-16 16:00,7,492.45,3447.15
99,88,2023-01-16 17:00,7,253.63,1775.41
659,29,2023-01-16 18:00,6,475.78,2854.68
816,73,2023-01-16 19:00,7,254.99,1784.93
208,68,2023-01-16 20:00,7,238.58,1670.06
131,51,2023-01-16 21:00,2,227.32,454.64
404,24,2023-01-16 22:00,2,170.76,341.52
152,14,2023-01-16 23:00,7,269.18,1884.26
54,69,2023-01-17 0:00,7,229.01,1603.07
120,18,2023-01-17 1:00,7,23.19,162.33
673,42,2023-01-17 2:00,5,133.92,669.6
920,57,2023-01-17 3:00,1,110.5,110.5
628,83,2023-01-17 4:00,2,434.38,868.76
587,12,2023-01-17 5:00,9,301.44,2712.96
625,82,2023-01-17 6:00,8,383.02,3064.16
968,17,2023-01-17 7:00,8,478.63,3829.04
420,30,2023-01-17 8:00,1,323.8,323.8
422,88,2023-01-17 9:00,6,491.39,2948.34
104,75,2023-01-17 10:00,9,159.32,1433.88
852,99,2023-01-17 11:00,8,97.2,777.6
254,23,2023-01-17 12:00,3,204.64,613.92
227,81,2023-01-17 13:00,4,238.05,952.2
112,1,2023-01-17 14:00,3,448.2,1344.6
510,79,2023-01-17 15:00,6,282.17,1693.02
473,32,2023-01-17 16:00,9,149.63,1346.67
99,9,2023-01-17 17:00,8,372.6,2980.8
153,15,2023-01-17 18:00,4,255.39,1021.56
861,28,2023-01-17 19:00,2,85.26,170.52
914,24,2023-01-17 20:00,8,290.53,2324.24
896,60,2023-01-17 21:00,8,456.14,3649.12
878,35,2023-01-17 22:00,6,422.1,2532.6
338,86,2023-01-17 23:00,8,295.47,2363.76
706,27,2023-01-18 0:00,9,191.66,1724.94
822,83,2023-01-18 1:00,1,48.05,48.05
163,76,2023-01-18 2:00,9,237.48,2137.32
720,20,2023-01-18 3:00,2,377.28,754.56
957,65,2023-01-18 4:00,1,183.34,183.34
681,85,2023-01-18 5:00,8,121.55,972.4
996,49,2023-01-18 6:00,8,466.03,3728.24
161,1,2023-01-18 7:00,4,411.67,1646.68
580,10,2023-01-18 8:00,8,320.95,2567.6
801,47,2023-01-18 9:00,7,72.71,508.97
398,59,2023-01-18 10:00,2,76.73,153.46
277,96,2023-01-18 11:00,5,56.09,280.45
816,62,2023-01-18 12:00,4,310.07,1240.28
916,86,2023-01-18 13:00,3,62.2,186.6
504,18,2023-01-18 14:00,1,422.1,422.1
896,46,2023-01-18 15:00,5,496.52,2482.6
392,32,2023-01-18 16:00,8,186.34,1490.72
135,27,2023-01-18 17:00,9,229.57,2066.13
195,92,2023-01-18 18:00,7,357.28,2500.96
401,18,2023-01-18 19:00,1,468.89,468.89
640,39,2023-01-18 20:00,1,447.58,447.58
33,49,2023-01-18 21:00,1,33.51,33.51
688,93,2023-01-18 22:00,2,88.69,177.38
460,82,2023-01-18 23:00,1,378.53,378.53
955,44,2023-01-19 0:00,4,346,1384
883,72,2023-01-19 1:00,9,70.94,638.46
470,54,2023-01-19 2:00,4,253.52,1014.08
375,95,2023-01-19 3:00,4,391.5,1566
22,34,2023-01-19 4:00,7,113.3,793.1
750,71,2023-01-19 5:00,9,436.29,3926.61
670,36,2023-01-19 6:00,7,31.22,218.54
38,18,2023-01-19 7:00,1,392.19,392.19
230,38,2023-01-19 8:00,1,309.83,309.83
365,59,2023-01-19 9:00,4,161.02,644.08
563,9,2023-01-19 10:00,4,361.86,1447.44
438,73,2023-01-19 11:00,1,392.27,392.27
776,72,2023-01-19 12:00,6,467.28,2803.68
283,51,2023-01-19 13:00,2,187.05,374.1
27,35,2023-01-19 14:00,5,344.58,1722.9
226,82,2023-01-19 15:00,8,303.3,2426.4
277,5,2023-01-19 16:00,3,264.98,794.94
798,14,2023-01-19 17:00,9,445.76,4011.84
609,92,2023-01-19 18:00,7,6.57,45.99
284,30,2023-01-19 19:00,9,144.65,1301.85
879,4,2023-01-19 20:00,1,271.45,271.45
960,39,2023-01-19 21:00,5,93.26,466.3
481,84,2023-01-19 22:00,3,454.39,1363.17
453,64,2023-01-19 23:00,4,325.56,1302.24
829,25,2023-01-20 0:00,4,241.55,966.2
816,28,2023-01-20 1:00,7,408.28,2857.96
659,76,2023-01-20 2:00,8,228.19,1825.52
516,66,2023-01-20 3:00,5,281.53,1407.65
547,78,2023-01-20 4:00,7,6.36,44.52
192,22,2023-01-20 5:00,3,186.02,558.06
49,31,2023-01-20 6:00,3,73.7,221.1
512,23,2023-01-20 7:00,3,346.4,1039.2
17,48,2023-01-20 8:00,4,242.12,968.48
172,20,2023-01-20 9:00,6,154.37,926.22
220,38,2023-01-20 10:00,5,236.58,1182.9
158,55,2023-01-20 11:00,8,108.77,870.16
477,68,2023-01-20 12:00,5,462.92,2314.6
46,79,2023-01-20 13:00,5,31.72,158.6
373,88,2023-01-20 14:00,2,433.38,866.76
518,89,2023-01-20 15:00,5,258.12,1290.6
99,1,2023-01-20 16:00,7,311.38,2179.66
892,7,2023-01-20 17:00,2,154.79,309.58
745,57,2023-01-20 18:00,6,483.52,2901.12
37,95,2023-01-20 19:00,7,144.52,1011.64
280,12,2023-01-20 20:00,5,296.49,1482.45
349,5,2023-01-20 21:00,9,496.74,4470.66
497,50,2023-01-20 22:00,4,441.14,1764.56
302,42,2023-01-20 23:00,1,270.48,270.48
181,12,2023-01-21 0:00,8,495.24,3961.92
607,18,2023-01-21 1:00,8,352.18,2817.44
99,66,2023-01-21 2:00,7,108.31,758.17
700,74,2023-01-21 3:00,8,205.77,1646.16
993,79,2023-01-21 4:00,2,170.57,341.14
116,94,2023-01-21 5:00,3,175.29,525.87
191,17,2023-01-21 6:00,9,381.43,3432.87
253,68,2023-01-21 7:00,1,294.21,294.21
981,71,2023-01-21 8:00,8,23.86,190.88
928,62,2023-01-21 9:00,8,439.34,3514.72
983,41,2023-01-21 10:00,7,151.91,1063.37
161,95,2023-01-21 11:00,5,498.55,2492.75
256,34,2023-01-21 12:00,4,477.32,1909.28
323,70,2023-01-21 13:00,6,470.56,2823.36
128,45,2023-01-21 14:00,1,406.51,406.51
18,58,2023-01-21 15:00,5,114.2,571
793,51,2023-01-21 16:00,4,268.65,1074.6
735,34,2023-01-21 17:00,4,116.03,464.12
566,44,2023-01-21 18:00,7,133.54,934.78
570,15,2023-01-21 19:00,9,307.42,2766.78
323,78,2023-01-21 20:00,8,25.21,201.68
872,70,2023-01-21 21:00,8,484.88,3879.04
686,50,2023-01-21 22:00,5,459.74,2298.7
792,32,2023-01-21 23:00,6,193.48,1160.88
626,67,2023-01-22 0:00,2,260.13,520.26
288,3,2023-01-22 1:00,3,235.73,707.19
943,86,2023-01-22 2:00,5,441.69,2208.45
854,86,2023-01-22 3:00,2,345.86,691.72
663,74,2023-01-22 4:00,3,142.67,428.01
962,51,2023-01-22 5:00,4,226.19,904.76
639,67,2023-01-22 6:00,6,217.34,1304.04
155,76,2023-01-22 7:00,5,479.87,2399.35
490,93,2023-01-22 8:00,4,91.78,367.12
386,48,2023-01-22 9:00,2,49.34,98.68
986,17,2023-01-22 10:00,5,440.91,2204.55
785,7,2023-01-22 11:00,5,448.86,2244.3
104,13,2023-01-22 12:00,7,436.51,3055.57
929,66,2023-01-22 13:00,1,257.93,257.93
393,4,2023-01-22 14:00,4,331.57,1326.28
811,10,2023-01-22 15:00,5,283.86,1419.3
246,88,2023-01-22 16:00,8,39.38,315.04
176,17,2023-01-22 17:00,8,299.94,2399.52
39,52,2023-01-22 18:00,1,11.74,11.74
477,6,2023-01-22 19:00,5,165.87,829.35
682,83,2023-01-22 20:00,1,466.48,466.48
759,69,2023-01-22 21:00,1,155.5,155.5
538,96,2023-01-22 22:00,2,470.21,940.42
867,74,2023-01-22 23:00,2,128.82,257.64
818,9,2023-01-23 0:00,9,160.71,1446.39
921,91,2023-01-23 1:00,4,316.06,1264.24
408,77,2023-01-23 2:00,3,382.01,1146.03
525,83,2023-01-23 3:00,1,253.19,253.19
828,21,2023-01-23 4:00,2,441.65,883.3
506,24,2023-01-23 5:00,6,24.92,149.52
903,4,2023-01-23 6:00,9,461.49,4153.41
825,24,2023-01-23 7:00,5,102.17,510.85
36,59,2023-01-23 8:00,4,442.7,1770.8
685,99,2023-01-23 9:00,5,203.43,1017.15
20,3,2023-01-23 10:00,9,417.21,3754.89
321,68,2023-01-23 11:00,7,337.47,2362.29
776,40,2023-01-23 12:00,8,92.09,736.72
512,48,2023-01-23 13:00,4,459.43,1837.72
400,54,2023-01-23 14:00,8,126.53,1012.24
654,35,2023-01-23 15:00,6,125.85,755.1
972,95,2023-01-23 16:00,5,408.02,2040.1
883,56,2023-01-23 17:00,7,57.41,401.87
471,89,2023-01-23 18:00,6,114.91,689.46
